6,14,654,654,336,336,2,336
20,19,517,849,255,359,4,359
20,17,540,820,268,352,4,352
17,6,650,650,340,340,2,340
1,7,654,654,336,336,2,336
9,15,1682,298,0,0,0,483
19,9,650,650,340,340,2,340
12,5,1700,280,0,0,0,487
9,1,651,651,339,339,2,339
8,13,653,653,337,337,2,337
11,18,1694,286,0,0,0,486
19,9,650,650,340,340,2,340
7,12,1680,300,0,0,5,474
20,9,650,650,340,340,2,340
2,5,1690,290,0,0,0,475
11,6,651,651,339,339,2,339
20,18,651,651,339,339,2,339
15,20,475,1047,0,458,13,458
4,1,652,652,338,338,2,338
1,6,654,654,336,336,2,336
6,14,654,654,336,336,2,336
2,20,656,656,334,334,2,334
20,16,1678,302,0,0,0,495
12,5,651,651,339,339,2,339
15,3,1698,282,0,0,0,490
12,7,651,651,339,339,2,339
18,5,1678,302,0,0,5,486
7,6,652,652,338,338,2,338
2,3,1988,0,0,0,0,498
8,17,654,654,336,336,2,336
7,17,1672,308,0,0,5,474
6,4,651,847,0,482,1,482
19,18,642,861,0,477,1,477
7,20,415,950,233,382,4,382
4,13,604,332,348,696,3,348
9,1,651,651,339,339,2,339
12,6,1860,120,0,0,0,490
6,8,653,653,337,337,2,337
4,15,655,655,335,335,2,335
5,12,654,654,336,336,2,336
8,16,1702,278,0,0,0,482
12,11,652,652,338,338,2,338
