2316394549960,4,6,1847,133,0,0,5,66
2316394107080,13,15,133,1781,0,66,6,130
2316394549960,4,6,1781,3,66,130,7,1092
2316394107080,13,15,3,689,130,1158,8,3
2316394107080,15,9,1301,679,0,0,9,641
2316394549960,20,13,679,660,0,641,10,676
2316394549960,15,14,1330,650,0,0,11,816
2316394549960,10,2,1340,640,0,0,12,831
2316394107080,17,5,640,509,0,831,13,640
2316394107080,16,13,1481,499,0,0,14,331
2316394549960,3,11,499,1150,0,331,15,415
2316394107080,16,13,1150,84,331,415,16,1136
2316394107080,12,16,1906,74,0,0,17,95
2316394549960,19,18,74,1811,0,95,18,74
1982520611528,3,9,990,990,0,0,0,583
1982520168648,6,14,990,407,0,583,1,984
1982520168648,18,17,1583,397,0,0,2,770
1982520611528,15,19,397,813,0,770,3,397
2593298502344,8,1,990,990,0,0,0,577
2593298059464,6,4,990,413,0,577,1,841
2593298502344,8,1,413,149,577,841,2,413
2593298502344,19,4,1841,139,0,0,3,1797
2593298502344,16,9,1851,129,0,0,4,24
2593298059464,17,7,129,1827,0,24,5,124
2593298502344,16,9,1827,5,24,124,6,414
2593298502344,18,6,1990,0,0,0,7,1461
2593298502344,17,8,1985,0,0,0,8,567
2593298502344,4,16,1980,0,0,0,9,91
2593298502344,8,14,1975,0,0,0,10,966
1995033400008,11,3,990,990,0,0,0,261
1997159403720,20,2,990,729,0,261,1,332
1995033400008,11,3,729,658,261,332,2,631
1997159403720,20,2,658,98,332,892,3,644
1995033400008,11,3,98,14,892,976,4,98
1995033400008,12,1,1976,4,0,0,5,350
1995033400008,4,8,1986,0,0,0,6,1480
1995033400008,3,1,1982,0,0,0,7,1727
1995033400008,15,16,1978,0,0,0,8,1351
1995033400008,19,3,1974,0,0,0,9,428
1995033400008,7,11,1970,0,0,0,10,883
2033999532744,6,8,990,990,0,0,0,171
2033999089864,7,10,990,819,0,171,1,242
2033999532744,6,8,819,748,171,242,2,802
2033999532744,14,3,1242,738,0,0,3,1147
2033999089864,1,18,738,95,0,1147,4,738
2033999089864,10,16,1895,85,0,0,5,1659
2033999089864,6,12,1905,75,0,0,6,1527
2033999532744,19,16,75,378,0,1527,7,75
2901768983240,6,19,990,990,0,0,0,3
2901768540360,2,1,990,987,0,3,1,188
2901768983240,6,19,987,802,3,188,2,284
2901768540360,2,1,802,703,188,287,3,354
2901768983240,6,19,703,448,287,542,4,493
2901768540360,2,1,448,210,542,780,5,448
2273215959752,17,16,990,990,0,0,0,208
2273215516872,20,5,990,782,0,208,1,956
2273215516872,16,18,1208,772,0,0,2,195
2273215959752,9,13,772,1013,0,195,3,564
2273215516872,16,18,1013,208,195,564,4,674
2273215959752,9,13,208,339,564,869,5,208
2068995756744,16,20,990,990,0,0,0,810
2068995313864,11,17,990,180,0,810,1,812
2068995313864,11,2,1810,170,0,0,2,915
2068995313864,6,10,1820,160,0,0,3,1105
2068995313864,20,7,1830,150,0,0,4,1312
2068995756744,12,5,150,518,0,1312,5,150
1451621733064,2,5,990,990,0,0,0,456
1451621290184,19,15,990,534,0,456,1,827
1451621290184,5,13,1456,524,0,0,2,352
1451621733064,8,20,524,1104,0,352,3,370
1451621290184,5,13,1104,154,352,370,4,822
1451621290184,2,20,1836,144,0,0,5,612
1451621290184,1,20,1846,134,0,0,6,921
1451621733064,9,18,134,925,0,921,7,134
1451621733064,13,20,1065,915,0,0,8,282
1451621290184,5,11,915,783,0,282,9,598
1451621733064,13,20,783,317,282,598,10,765
1451621290184,5,11,317,18,598,1047,11,317
1451621290184,16,3,1974,8,0,0,12,1487
1451621290184,4,7,1990,0,0,0,13,40
1744960475848,9,1,990,990,0,0,0,446
1744960032968,11,13,990,544,0,446,1,821
1744960032968,18,20,1446,534,0,0,2,244
1744960475848,9,11,534,1202,0,244,3,258
1744960032968,18,20,1202,276,244,258,4,553
1744960475848,9,11,276,649,258,797,5,276
2189700158152,19,4,990,990,0,0,0,436
2189699715272,18,3,990,554,0,436,1,862
2189699715272,16,14,1436,544,0,0,2,238
2189700158152,2,9,544,1198,0,238,3,467
2189699715272,16,14,1198,77,238,467,4,533
2189699715272,18,19,1913,67,0,0,5,1045
2189700158152,17,4,67,868,0,1045,6,67
1702442488520,9,10,990,990,0,0,0,581
1702442045640,12,3,990,409,0,581,1,626
1702442488520,9,10,409,364,581,626,2,409
1702442488520,4,9,1626,354,0,0,3,440
1702442045640,11,16,354,1186,0,440,4,354
1702442045640,1,5,804,1176,0,0,5,355
1702442488520,17,8,1176,449,0,355,6,633
1702442488520,6,9,1541,439,0,0,7,1496
1702442045640,5,14,439,45,0,1496,8,439
1702442045640,12,19,1945,35,0,0,9,594
1702442488520,2,11,35,1351,0,594,10,35
1702442488520,13,15,639,1341,0,0,11,297
1702442045640,8,3,1341,342,0,297,12,1003
1702442488520,13,15,342,338,297,1003,13,342
1702442488520,5,14,1652,328,0,0,14,21
1702442045640,13,4,328,1631,0,21,15,36
1702442488520,5,14,1631,292,21,36,16,232
1702442045640,13,4,292,1399,36,253,17,285
1702442488520,5,14,1399,7,253,321,18,1233
1702442045640,13,4,7,166,321,1486,19,7
2279420187336,19,12,990,990,0,0,0,852
2279419744456,13,5,990,138,0,852,1,924
2279419744456,19,17,1852,128,0,0,2,1249
2279419744456,18,9,1862,118,0,0,3,1300
2279419744456,4,5,1872,108,0,0,4,1121
2279420187336,13,12,108,751,0,1121,5,108
2423104131784,16,18,990,990,0,0,0,601
2423103688904,9,19,990,389,0,601,1,637
2423104131784,16,18,389,353,601,637,2,389
1823876371144,17,20,990,990,0,0,0,726
1823875928264,2,1,990,264,0,726,1,759
1823876371144,17,20,264,231,726,759,2,264
1823876371144,16,12,1759,221,0,0,3,1181
1823876371144,7,10,1769,211,0,0,4,82
1823875928264,19,5,211,1687,0,82,5,94
1823876371144,7,10,1687,117,82,94,6,1390
1823875928264,19,5,117,297,94,1472,7,117
1849903076040,19,13,990,990,0,0,0,488
1849902633160,1,18,990,502,0,488,1,505
1849902633160,11,13,1488,492,0,0,2,1382
1849903076040,19,14,492,106,0,1382,3,492
2377084228296,12,17,990,990,0,0,0,65
2377083785416,3,9,990,925,0,65,1,208
2377084228296,12,17,925,782,65,208,2,637
2377083785416,3,9,782,288,208,702,3,721
2377084228296,12,17,288,61,702,929,4,288
2377084228296,12,5,1929,51,0,0,5,1463
2377083785416,10,16,51,466,0,1463,6,51
2213488677576,11,16,990,990,0,0,0,138
2213488234696,6,8,990,852,0,138,1,450
2213488677576,11,16,852,540,138,450,2,804
2213488234696,6,8,540,48,450,942,3,540
2504741868232,19,11,990,990,0,0,0,439
2504741425352,9,8,990,551,0,439,1,716
2504741425352,19,8,1439,541,0,0,2,33
2504741868232,5,15,541,1406,0,33,3,175
2504741425352,19,8,1406,366,33,175,4,1257
2504741425352,13,10,1624,356,0,0,5,1157
2504741425352,1,7,1634,346,0,0,6,686
2504741425352,16,17,1644,336,0,0,7,1247
2504741868232,11,12,336,397,0,1247,8,336
2214862836424,6,11,990,990,0,0,0,241
2214862393544,5,3,990,749,0,241,1,328
2214862836424,6,11,749,662,241,328,2,427
2214862393544,5,3,662,322,328,668,3,562
2214862393544,18,3,1668,312,0,0,4,199
2214862836424,16,12,312,1469,0,199,5,307
2214862393544,18,3,1469,5,199,307,6,596
2214862836424,16,12,5,873,307,795,7,5
2214862836424,11,1,1117,863,0,0,8,307
2214862393544,20,16,863,810,0,307,9,693
2214862836424,11,1,810,170,307,693,10,802
2214862393544,20,16,170,8,693,1109,11,170
2214862393544,9,13,1992,0,0,0,12,591
2323600888520,7,16,990,990,0,0,0,916
2323600445640,9,2,990,74,0,916,1,969
2323600445640,4,13,1916,64,0,0,2,1299
2323600888520,1,9,64,617,0,1299,3,64
3017171653320,2,3,990,990,0,0,0,507
3017171210440,11,12,990,483,0,507,1,536
3017171210440,16,17,1507,473,0,0,2,13
3017171653320,6,18,473,1494,0,13,3,122
3017171210440,16,17,1494,351,13,122,4,815
3017171653320,6,18,351,679,122,828,5,351
3017171653320,20,14,1311,669,0,0,6,886
3017171210440,3,12,669,425,0,886,7,669
3017171210440,1,15,1565,415,0,0,8,1053
3017171653320,4,16,415,512,0,1053,9,415
2852958753480,7,4,990,990,0,0,0,325
2852958310600,15,1,990,665,0,325,1,506
2852958753480,7,4,665,484,325,506,2,599
2852958753480,5,7,1506,474,0,0,3,862
2852958753480,10,11,1516,464,0,0,4,803
2852958310600,3,5,464,713,0,803,5,464
2852958310600,1,10,1277,703,0,0,6,148
2852958753480,14,6,703,1129,0,148,7,345
2852958310600,1,10,1129,358,148,345,8,798
2852958310600,11,18,1632,348,0,0,9,345
2852958753480,3,16,348,1287,0,345,10,345
1949221507784,12,9,990,990,0,0,0,695
1949221064904,7,10,990,295,0,695,1,833
1949221064904,9,6,1695,285,0,0,2,1486
1949221507784,18,15,285,209,0,1486,3,285
1573684237000,19,20,990,990,0,0,0,85
1573683794120,5,4,990,905,0,85,1,734
1573684237000,19,20,905,256,85,734,2,850
1573684237000,19,9,1734,246,0,0,3,1197
1573683794120,2,20,246,537,0,1197,4,246
1919265395400,6,17,990,990,0,0,0,978
1919264952520,11,10,990,12,0,978,1,981
1919265395400,6,17,12,9,978,981,2,12
1919265395400,17,13,1982,0,0,0,3,1754
1919265395400,9,17,1973,0,0,0,4,1569
1919265395400,3,13,1964,0,0,0,5,56
1919265395400,6,13,1955,0,0,0,6,1870
2315609101000,6,13,990,990,0,0,0,775
2315608658120,16,4,990,215,0,775,1,929
2315609101000,6,13,215,61,775,929,2,215
2315609101000,6,16,1929,51,0,0,3,1604
2315609101000,5,2,1939,41,0,0,4,1538
2315609101000,4,5,1949,31,0,0,5,166
2315608658120,11,1,31,1783,0,166,6,31
1876873564872,19,12,990,990,0,0,0,323
1876873121992,7,9,990,667,0,323,1,916
1876873564872,19,12,667,74,323,916,2,667
1745551545032,17,11,990,990,0,0,0,752
1745551102152,2,15,990,238,0,752,1,798
1745551102152,12,19,1752,228,0,0,2,101
1745551545032,1,6,228,1651,0,101,3,137
1745551102152,12,19,1651,91,101,137,4,296
1745551102152,11,19,1899,81,0,0,5,146
1745551102152,3,18,1909,71,0,0,6,1539
1745551102152,8,14,1919,61,0,0,7,936
1745551102152,4,16,1929,51,0,0,8,1889
1745551545032,5,10,51,40,0,1889,9,51
1745551545032,1,13,1950,30,0,0,10,510
1745551545032,1,16,1960,20,0,0,11,758
1745551102152,7,18,20,1202,0,758,12,20
2303303733960,16,5,990,990,0,0,0,676
2303303291080,12,4,990,314,0,676,1,840
2303303291080,8,4,1676,304,0,0,2,1024
2303303733960,12,7,304,652,0,1024,3,304
2303303733960,4,3,1338,642,0,0,4,314
2303303291080,5,11,642,1024,0,314,5,430
2303303733960,4,3,1024,212,314,430,6,540
2303303733960,4,16,1778,202,0,0,7,560
2303303733960,17,6,1788,192,0,0,8,525
2303303291080,9,15,192,1263,0,525,9,192
2303303291080,9,14,727,1253,0,0,10,15
2303303733960,2,15,1253,712,0,15,11,565
2303303291080,9,14,712,688,15,565,12,607
2303303733960,2,15,688,105,565,622,13,675
2303303291080,9,14,105,13,622,1240,14,105
2681189159624,2,6,990,990,0,0,0,756
2681188716744,20,8,990,234,0,756,1,837
2681189159624,2,6,234,153,756,837,2,234
2447602209480,17,19,990,990,0,0,0,590
2447601766600,2,4,990,400,0,590,1,928
2447601766600,18,7,1590,390,0,0,2,600
2447601766600,4,6,1600,380,0,0,3,447
2447601766600,13,15,1610,370,0,0,4,790
2447602209480,3,19,370,820,0,790,5,370
2232328901320,2,16,990,990,0,0,0,977
2232328458440,15,9,990,13,0,977,1,977
2232328458440,15,1,3,1977,0,0,2,2
2232328901320,9,13,1977,1,0,2,3,47
2232328901320,1,2,1991,0,0,0,4,1141
2232328901320,20,8,1990,0,0,0,5,1199
1819917079240,14,8,990,990,0,0,0,82
1819916636360,5,19,990,908,0,82,1,441
1819917079240,14,8,908,549,82,441,2,632
1819917079240,7,17,1441,539,0,0,3,1317
1819916636360,16,5,539,124,0,1317,4,539
1820734640840,12,16,990,990,0,0,0,313
1820734197960,1,15,990,677,0,313,1,786
1820734640840,12,16,677,204,313,786,2,677
1820734640840,19,3,1786,194,0,0,3,293
1820734197960,4,8,194,1493,0,293,4,194
1820734197960,1,4,497,1483,0,0,5,415
1820734640840,5,16,1483,82,0,415,6,1341
1820734640840,7,5,1908,72,0,0,7,1021
1820734197960,13,6,72,887,0,1021,8,72
1820734197960,14,2,1103,877,0,0,9,195
1820734640840,9,16,877,908,0,195,10,448
1820734197960,14,2,908,429,195,448,11,593
1820734197960,13,4,1561,419,0,0,12,1032
1820734197960,9,18,1571,409,0,0,13,22
1820734640840,6,10,409,1549,0,22,14,403
1820734197960,9,18,1549,6,22,403,15,404
1820734640840,6,10,6,1145,403,426,16,6
2991368229576,16,17,990,990,0,0,0,115
2991367786696,19,20,990,875,0,115,1,532
2991368229576,16,17,875,458,115,532,2,790
2991367786696,19,20,458,85,532,905,3,458
2991367786696,14,12,1905,75,0,0,4,1393
2991367786696,2,20,1915,65,0,0,5,1441
2991367786696,13,15,1925,55,0,0,6,142
2991367786696,2,3,1935,45,0,0,7,503
2991367786696,7,13,1945,35,0,0,8,627
2991367786696,12,13,1955,25,0,0,9,1426
2991368229576,4,14,25,529,0,1426,10,25
2991368229576,7,18,1461,519,0,0,11,1230
2991367786696,17,13,519,231,0,1230,12,519
1911389868744,19,11,990,990,0,0,0,25
1911389425864,16,20,990,965,0,25,1,379
1911389868744,19,11,965,611,25,379,2,732
1911389425864,16,20,611,233,379,757,3,611
1911389425864,10,13,1757,223,0,0,4,1754
1911389425864,14,19,1767,213,0,0,5,784
1911389868744,5,10,213,983,0,784,6,213
1911389868744,4,5,1007,973,0,0,7,61
1911389425864,18,3,973,946,0,61,8,307
1911389868744,4,5,946,666,61,307,9,840
1911389425864,18,3,666,106,307,901,10,666
2633177289416,12,7,990,990,0,0,0,735
2633176846536,4,17,990,255,0,735,1,855
2633176846536,10,9,1735,245,0,0,2,1646
2633176846536,17,6,1745,235,0,0,3,320
2633176846536,20,13,1755,225,0,0,4,1173
2633177289416,10,18,225,582,0,1173,5,225
2633177289416,1,8,1408,572,0,0,6,490
2633176846536,11,9,572,918,0,490,7,548
2633177289416,1,8,918,24,490,548,8,764
2633177289416,2,8,1966,14,0,0,9,208
2633176846536,3,5,14,1758,0,208,10,14
2633176846536,10,1,232,1748,0,0,11,85
2633177289416,7,15,1748,147,0,85,12,427
2633176846536,10,1,147,1321,85,427,13,147
2415650067144,6,4,990,990,0,0,0,659
2415649624264,3,9,990,331,0,659,1,892
2415649624264,5,11,1659,321,0,0,2,1181
2415649624264,17,16,1669,311,0,0,3,23
2415650067144,1,3,311,1646,0,23,4,136
2415649624264,17,16,1646,175,23,136,5,483
2415650067144,1,3,175,1163,136,506,6,175
2415650067144,20,15,827,1153,0,0,7,199
2415649624264,5,16,1153,628,0,199,8,1054
2415649624264,6,19,1362,618,0,0,9,548
2415650067144,8,12,618,814,0,548,10,566
2415649624264,6,19,814,52,548,566,11,750
2415649624264,18,5,1938,42,0,0,12,1873
2415649624264,6,14,1948,32,0,0,13,467
2415650067144,15,10,32,1481,0,467,14,32
2415650067144,9,1,509,1471,0,0,15,242
2415649624264,13,10,1471,267,0,242,16,873
2415650067144,9,1,267,598,242,873,17,267
1799999705800,12,1,990,990,0,0,0,713
1799999262920,14,13,990,277,0,713,1,956
1799999705800,12,1,277,34,713,956,2,277
2966198735560,12,3,990,990,0,0,0,597
2966198292680,20,14,990,393,0,597,1,913
2966198292680,10,8,1597,383,0,0,2,484
2966198735560,3,9,383,1113,0,484,3,383
2346244166344,19,18,990,990,0,0,0,505
2346243723464,13,6,990,485,0,505,1,696
2346244166344,19,18,485,294,505,696,2,485
2174833644232,18,13,990,990,0,0,0,633
2174833201352,11,3,990,357,0,633,1,707
2174833201352,19,8,1633,347,0,0,2,194
2174833644232,4,6,347,1439,0,194,3,263
2174833201352,19,8,1439,84,194,263,4,646
2174833644232,4,6,84,793,263,840,5,84
1960181945032,7,15,990,990,0,0,0,744
1960181502152,12,14,990,246,0,744,1,882
1960181945032,7,15,246,108,744,882,2,246
2067681759944,2,15,990,990,0,0,0,485
2067681317064,20,4,990,505,0,485,1,974
2067681759944,2,15,505,16,485,974,2,505
2067681759944,1,12,1974,6,0,0,3,639
2067681759944,2,10,1984,0,0,0,4,1069
2067681759944,11,3,1978,0,0,0,5,1484
2067681759944,13,14,1972,0,0,0,6,327
2067681759944,11,19,1966,0,0,0,7,1239
2067681759944,5,19,1960,0,0,0,8,231
2067681759944,18,1,1954,0,0,0,9,30
1751626273480,5,20,990,990,0,0,0,254
1751625830600,7,18,990,736,0,254,1,635
1751626273480,5,20,736,355,254,635,2,666
1751625830600,7,18,355,70,635,920,3,355
1751625830600,7,3,1920,60,0,0,4,1909
1751625830600,10,18,1930,50,0,0,5,1646
1751626273480,14,11,50,284,0,1646,6,50
1961101349576,16,1,990,990,0,0,0,606
1961100906696,8,9,990,384,0,606,1,762
1961100906696,15,6,1606,374,0,0,2,1215
1961101349576,9,1,374,391,0,1215,3,374
3124428264136,3,1,990,990,0,0,0,722
3124427821256,7,2,990,268,0,722,1,942
3124428264136,3,1,268,48,722,942,2,268
2622609937096,9,8,990,990,0,0,0,177
2622609494216,7,11,990,813,0,177,1,451
2622609937096,9,8,813,539,177,451,2,478
2622609494216,7,11,539,335,451,655,3,504
2622609937096,9,8,335,35,655,955,4,335
2009279025864,14,10,990,990,0,0,0,621
2009278582984,6,12,990,369,0,621,1,742
2009278582984,4,8,1621,359,0,0,2,891
2009278582984,1,13,1631,349,0,0,3,626
2009278582984,9,5,1641,339,0,0,4,876
2009278582984,10,18,1651,329,0,0,5,1157
2009279025864,4,7,329,494,0,1157,6,329
2632615711432,13,4,990,990,0,0,0,910
2632615268552,2,1,990,80,0,910,1,962
2632615268552,6,10,1910,70,0,0,2,1328
2632615268552,13,6,1920,60,0,0,3,407
2632615711432,5,4,60,1513,0,407,4,60
2146978419400,3,20,990,990,0,0,0,476
2146977976520,6,10,990,514,0,476,1,941
2146978419400,3,20,514,49,476,941,2,514
2480655684296,6,12,990,990,0,0,0,260
2480655241416,13,16,990,730,0,260,1,378
2480655684296,6,12,730,612,260,378,2,406
2480655241416,13,16,612,324,378,666,3,422
2480655684296,6,12,324,190,666,800,4,324
1762714833608,4,2,990,990,0,0,0,509
1762714390728,14,10,990,481,0,509,1,933
1762714833608,4,2,481,57,509,933,2,481
1762714833608,5,8,1933,47,0,0,3,1555
1762714390728,16,20,47,378,0,1555,4,47
1762714390728,8,18,1612,368,0,0,5,1494
1762714833608,4,12,368,118,0,1494,6,368
2702604751560,12,7,990,990,0,0,0,675
2702604308680,4,13,990,315,0,675,1,828
2702604751560,12,7,315,162,675,828,2,315
2702604751560,20,16,1828,152,0,0,3,849
2702604308680,11,2,152,979,0,849,4,152
1412157395656,20,18,990,990,0,0,0,798
1412156952776,1,7,990,192,0,798,1,936
1412157395656,20,18,192,54,798,936,2,192
2383946896072,12,6,990,990,0,0,0,140
2383946453192,16,13,990,850,0,140,1,829
2383946896072,12,6,850,161,140,829,2,835
2383946453192,16,13,161,15,829,975,3,161
2383946453192,7,2,1980,5,0,0,4,615
2383946453192,2,8,1990,0,0,0,5,265
2117403202248,17,9,990,990,0,0,0,362
2117402759368,12,5,990,628,0,362,1,812
2117403202248,17,9,628,178,362,812,2,628
1787076793032,9,19,990,990,0,0,0,887
1787076350152,8,7,990,103,0,887,1,965
1787076793032,9,19,103,25,887,965,2,103
1787076793032,13,10,1965,15,0,0,3,1793
1787076793032,7,19,1975,5,0,0,4,104
1787076350152,2,15,5,1871,0,104,5,5
1787076350152,15,19,114,1861,0,0,6,62
1787076793032,8,20,1861,52,0,62,7,345
1787076793032,1,20,1933,42,0,0,8,584
1787076350152,17,18,42,1349,0,584,9,42
1787076350152,7,12,636,1339,0,0,10,112
1787076793032,18,16,1339,524,0,112,11,796
1787076793032,4,9,1461,514,0,0,12,36
1787076350152,2,20,514,1425,0,36,13,441
1787076793032,4,9,1425,73,36,441,14,1409
1787076350152,2,20,73,16,441,1445,15,73
1855135077064,19,4,990,990,0,0,0,915
1855134634184,3,5,990,75,0,915,1,988
1855135077064,19,4,75,2,915,988,2,75
2944937677512,14,5,990,990,0,0,0,659
2944937234632,17,19,990,331,0,659,1,883
2944937234632,4,3,1659,321,0,0,2,11
2944937677512,17,14,321,1648,0,11,3,285
2944937234632,4,3,1648,36,11,285,4,1461
2944937234632,6,9,1954,26,0,0,5,1458
2944937234632,7,1,1964,16,0,0,6,1834
2944937677512,3,12,16,130,0,1834,7,16
2452702679752,16,13,990,990,0,0,0,836
2452702236872,12,17,990,154,0,836,1,886
2452702679752,16,13,154,104,836,886,2,154
1332550816456,4,7,990,990,0,0,0,592
1332550373576,10,19,990,398,0,592,1,643
1332550816456,4,7,398,347,592,643,2,398
1755834995400,10,4,990,990,0,0,0,428
1755834552520,7,17,990,562,0,428,1,821
1755834552520,6,1,1428,552,0,0,2,622
1755834552520,5,4,1438,542,0,0,3,321
1755834995400,19,17,542,1117,0,321,4,360
1755834552520,5,4,1117,182,321,360,5,483
1755834995400,19,17,182,634,360,804,6,182
1873853862600,4,20,990,990,0,0,0,362
1873853419720,11,5,990,628,0,362,1,671
1873853862600,4,20,628,319,362,671,2,628
1982470673096,2,7,990,990,0,0,0,257
1982470230216,12,15,990,733,0,257,1,890
1982470673096,2,7,733,100,257,890,2,733
1982470673096,14,8,1890,90,0,0,3,141
1982470673096,7,11,1900,80,0,0,4,1231
1982470230216,6,13,80,669,0,1231,5,80
1982470230216,5,19,1321,659,0,0,6,1093
1982470230216,5,19,1331,649,0,0,7,1100
1982470673096,2,16,649,231,0,1100,8,649
1982470673096,13,19,1759,221,0,0,9,194
1982470230216,2,8,221,1565,0,194,10,219
1982470673096,13,19,1565,2,194,219,11,310
1982470230216,2,8,2,1255,219,504,12,2
1975514944200,14,5,990,990,0,0,0,144
1975514501320,1,12,990,846,0,144,1,270
1975514944200,14,5,846,720,144,270,2,350
1975514501320,1,12,720,496,270,494,3,583
1975514944200,14,5,496,137,494,853,4,496
1975514944200,13,11,1853,127,0,0,5,88
1975514501320,2,8,127,1765,0,88,6,91
1975514944200,13,11,1765,36,88,91,7,957
1975514944200,10,18,1954,26,0,0,8,800
1975514501320,12,13,26,1154,0,800,9,26
2264147284680,17,14,990,990,0,0,0,577
2264146841800,13,2,990,413,0,577,1,755
2264146841800,18,8,1577,403,0,0,2,1078
2264146841800,4,19,1587,393,0,0,3,525
2264146841800,19,2,1597,383,0,0,4,892
2264146841800,11,6,1607,373,0,0,5,1131
2264147284680,15,1,373,476,0,1131,6,373
2579193582280,13,6,990,990,0,0,0,895
2579193139400,10,19,990,95,0,895,1,906
2579193139400,18,13,1895,85,0,0,2,363
2579193582280,15,6,85,1532,0,363,3,85
1900598973128,18,4,990,990,0,0,0,169
1900598530248,11,17,990,821,0,169,1,656
1900598973128,18,4,821,334,169,656,2,695
1900598973128,2,1,1656,324,0,0,3,1219
1900598530248,20,15,324,437,0,1219,4,324
1900598530248,15,2,1553,427,0,0,5,1307
1900598973128,17,10,427,246,0,1307,6,427
2679476376264,5,4,990,990,0,0,0,766
2679475933384,11,10,990,224,0,766,1,958
2679476376264,5,4,224,32,766,958,2,224
